,id,prompt,quarter,course,age,gender,l1 language,other l1 language(s),language(s) used at home,language(s) studied,listening comprehension,reading comprehension,speaking ability,writing ability,study abroad,essay,a personal annotator1,a personal annotator2,gender-number annotator1,gender-number annotator2,corrected
196,179685,yourself,W20,SPA 3,20,Female,English,,,"No other languages (besides English) before Spanish, at the age of nine.",3,3,4,2,No,"Hola! Soy un estudiante a la escuela de Universidad de *UNIVERSITY*, *UNIVERSITY*. He estado aquí por casi tres años y yo la disfruta mucho. Soy un miembro de muchos clubs en el campus. Uno de ellos es el club de voluntario. Nosotros voluntarimos a los eventos en *CITY* en el campus o muy lejos y es mucho divertida. Soy un miembro del club de *PLACE* *PLACE* también, y es mi favorita por que me gusta trabaja con personas con discapacidades del desarrollo. Estoy mucha contenta a los eventos. 

Mi familia es pequeña y tiene cuatro personas: yo, mi hermano, mi madre y mi padre. Mi hermano tiene *AGE* años y es un estudiante a la escuela de *UNIVERSITY* en *CITY* *CITY*, *STATE*. Mi familia y yo gustamos jugar el golf juntos y nosotros somos muy competitivos. Además el golf con mi familia, me gusta bailar! He estado bailando por diez años y siempre hace sonreír. Me gusta leer o escribir támbien. 

Me gusta mis clases por que son muy interesantes y mis profesores son muy inteligente. Estoy aprendido mucho y las temas son muy interesante. 
",,,,,
197,154304,yourself,W20,SPA 3,21,Female,English,,No.,None.,2,2,2,2,No,"Hola. Soy de *CITY* *CITY*. Soy morena y tengo *AGE* años. Mi animal favorito es el perro. Tengo un perro, se llama *FIRST_NAME*. Ella le gustan las pelotas y mucha comida. 

 

Cuando era niña yo jugaba fútbol todos los días con mis amigas. Después de escuela yo iba al parque. Caminaba con mis padres y mi perro antes de jugaba. 

 

Ahora, yo juego tenís. Yo empecé jugar al tenís porque necesité un deporte nuevo. Mi madre fue muy triste porque ella le gusta cuando yo juego fútbol mucho. Ella jugó fútbol también. Mi abuelo y abuela fueron muy feliz porque ellos le gustan tenís.

 

Tengo un hermano y el tiene *AGE* años. El está en escuela a *PLACE* *PLACE* *PLACE* College. El le gusta jugar los video juegos y hablar con sus amigos.

 

Estoy un estudiante a University of *UNIVERSITY* *UNIVERSITY*. Yo estudio la economía y la psicología. A mí me gusta la psicología más de la economía. Estoy en mi cuarto año y estoy triste. Voy a graduar en la primavera y yo no quiero salir *CITY*. 

 

En mi tiempo libre a mi me gusta jugar al tenís, jugar con mi perro, hablar con mis amigos y leer. Mis libros favoritos son los libros de misterio. Los libros favoritos incluyen ""The Couple Next Door"", ""The Woman in the Window"", y ""Gone Girl"". Quiero más tiempo porque quiero leer más libros pero no tengo mucho tiempo libre. 

 

En mi futuro yo quiero ser un abogada. Mi abuelo es un abogado ahora. 
",,,,,
198,169517,yourself,W20,SPA 23,21,Female,English,,,,3,3,4,4,No,"Soy de *STATE* y me encanta esto estado. He vivido aquí para toda mi vida y pienso que si no tenga la oportunidad vivir in otra lugar, no hare. Soy en el departamento de Antropología de Evolución y pienso que es por qué soy intolerant a lactose. He molestado a Dios y Él dice no más leche para mí. Es una lastima pero que puede hacer. Quiero trabajar en archaeología y viajar la mundo pero también tener un hogar aquí que saberé revolver. Esa es my meta en vida y espero que pueda obtenerlo. Mi infancia fue mas o menos normal y también mi experiencia en universidad. He vivido una vida a la mayoría cómodo, y debe ser divertido, pero quiero más de mi vida y quiero ser alguien cuyo trabajo significa algo y pienso que pueda hacer esto por archaeologia. La información que sabemos sobre humanos y donde vinimos todavía no es suficiente y posiblemente, si continuamos a investigar nuestro origen, podemos entender cosas sobre cultura, lengua, por qué hacemos cosas, y también, qué pienso que es muy importante, nuestra biología. Eso es porque quiero estar en este departamento. Cuando era niña, siempre quería ser una doctora y ayudar a la gente. Pero ahora, he encontrado una manera hacer esto en una escala más grande. Si podemos estudiar enfermedades del pasado y otras cosas que son defectos del cuerpo, puedes entender más cómo curar. También, trabajar con personas indigenas que todavía practicar la medicina vieja, posiblemente encontramos curados que no consideramos antes. Entonces, Es que quiero ser una parte de.   
",,,,,
199,183368,yourself,W20,SPA 2,20,Female,Mandarin,,Mandarin ,"Japenese, half a year ",2,2,1,2,No,"Tengo *AGE* años. Tengo un gato, se llamo *FIRST_NAME*, es muy lindo. Lo salvé de una terrible tienda de mascotas. Lo llevaré a veterinario por un mes. él es un gato de salud y feliz ahora. Estoy delgada, joven, y tengo el pelo de larga.  Soy inteligente, listo, capaz, y paciente. Sueño con obtener un doctorado. Estoy trabaja en laboratorio de comunicación y psicología. Me gusta hacer investigación. Puedo aprender mucho del laboratorio y puedo prepararme para la escuela de posgrado. Me gusta salir cuando tengo tiempo libre. Quedarse en casa es aburrido. Voy al gimnasio con mis amigos dos veces por semana. Pero me encanta comer. Me encantan los dulces. pero tengo que limitarme a la buena forma del cuerpo.  Tengo un novio maravilloso. él es muy inteligente y cariñoso. él es 7 años mayor que yo. Tiene pensamientos muy independientes, y lo admiro. También tengo un mejor amigo increíble. Ella es muy capaz y amable. Ambos queremos ser una mujer independiente. Estudiamos duro, trabajamos duro y luchamos por nuestro sueño. Me especialicé en psicología y comunicación, y quiero ser profesor de psicología. Mi primo tiene autismo, así que quiero hacer caridad para discapacitados. No sé mucho sobre deportes. Creo que en el futuro debería aprender algunos deportes. Me gustan los cosméticos y me encantan las mascotas. Quiero tener un perro en el futuro. pero tener un perro necesita mucho tiempo, y no sé si puedo hacer eso. Quiero hacer más ejercicio en el futuro porque quiero una forma corporal más adecuada.

 

 

 

 

 
",,,,,
200,209235,yourself,W20,SPA 1,22,I do not identify with either genders,English,,No,"Japanese (formally 2 years in high school), French (formally 2 quarters in college)",2,3,3,3,No,"Buenos días.  Yo tengo *AGE* años.  Mi cumpliaños es en *BIRTH_DATE*.  Yo soy rubia. Yo soy de *CITY*, *STATE*.  Yo vivo en *CITY*, también . Yo tengo dos gatos y un perro.  Me gusta mucho los animales. Yo hablo dos idiomas, están japonés y francés.  Mi especialidad es la ciencia política. Me gusta los idiomas y la historia. Mi trimestre es difícil.  Yo necesito estudiar pero yo estoy muy ocupada. Yo tengo quatre classes. Yo soy trabajadora pero soy sedentaria.  Me gusta madrugar. Yo estudio español porque es un idioma international. Ahora yo estoy emocionada por esta investigación.  Esta 'examen' es muy difícil, lo siento por mi errores.  Muchas  gracias. 
",,,,,
201,147399,yourself,W20,SPA 24,22,Female,Spanish,,Spanish,,5,4,4,4,No,"Mi nombre es *FIRST_NAME* y soy de la ciudad de *CITY*. Ahorita vivo en *CITY* porque soy una estudiante en la universidad de *UNIVERSITY* y esta mas cerca de mi. Estoy estudiando psicologia y chicano studies porque me parece interesante como trabajan nuestras mentes y como la comunidad de los chicanos tienen muchas teorias que vemos a diario. Cuando fui acceptada a la universidad, yo estaba enfocada en recibir mi licenciatura en ciencias biologicas. Despues descubri que eso no era mi pasion, ya no me interesaba como antes. Empeze a tomar clases de Chicano Studies y me emocionaba aprender mas.

Aunque hay veces se pone dificil la escuela, me motiva saber que mis padres me apoyan. Ellos no tuvieron la oportunidad de ir al colegio pero a mi hermana y a mi nos han dado lo necesario para seguir estudiando. Este trimestre que viene, estare estudiando en *PLACE* gracias al apoyo de mis padres. Nunca e viajado fuera del estado de *STATE*, y menos fuera del pais. Estoy contenta de poder aprovechar esta oportunidad y despues compartir todos los detalles con mi familia. Mi hermano mayor tampoco tuvo la oportunidad de seguir estudiando en un colegio y creo que por eso tambien me apoya mucho. 

Trabajo para la universidad en un programa llamado *PLACE* *PLACE* *PLACE* *PLACE*. En mi trabajo ayudo a los estudiantes del septimo grado al doceavo grado para que puedan entender que se necesita para ser un candidato competitivo para entrar a una universidad. Me gusta trabajar con los estudiantes porque cuando yo estaba en la preparatoria, tambien tenia a una consejera que me ayudaba entender lo que era un colegio y como llegar hacia uno. Ahora tengo el honor de aydar a muchos estudiantes.
",,,,,
202,172067,yourself,W20,SPA 2,21,Female,Mandarin,no,mandrain,,,,,,,"Tengo *AGE* años. Nací en *PLACE* y vengo a Estados Unidos para mi educación
universitaria.Primero estudio ciencias biológicas. Pero cambié mi
especialidad a economía gerencial en el último año. Amo a *UNIVERSITY* *UNIVERSITY*
porque el clima es agradable. Amo el verano y el invierno más. Me
encanta la caída en mi ciudad natal. Mi ciudad natal tiene un cambio
de temporada más claro. Siempre extraño mi ciudad natal. Me gusta nadar
en verano y me gusta patinar en invierno. Si tienen lugar para patinar
dentro, también voy a patinar en verano. En *STATE*, es difícil ver
nieve. Fui a *CITY* en mis vacaciones de invierno, lo cual es bueno.
Disfruto mis vacaciones porque pasé un buen rato con mi amigo allí. Me
gusta hacer amigos amigables.Me gusta dar la vuelta al mundo. Me gusta
ver cultura diferente. He estado en muchos lugares. Fui a Hong Kong,
India y Japón. Japón es un país hermoso y me gusta la flor de cerezo
allí. También me encanta el Taji Maha Catsle en India. Puedo sentir la
historia y el amor allí. Fui a Hongknong porque tengo que hacer un
examen allí. La gente de allí no es muy amigable, pero creo que no solo
es una farsa. Sé que muchas personas del continente no son muy educadas
en Hong Kong. Pero me gusta porque somos del mismo origen y los amo.
Espero que algún día pueda viajar alrededor del mundo y escribir un
libro sobre lo que experimenté.También estudio español porque quiero
viajar a Sudamérica.
",,,,,
203,205731,yourself,W20,SPA 23,19,Female,English,English,"I speak Spanish occasionally with my roommates, but  english is more frequently used.","I studied French for about a year in 5th grade, but I do not remember most of it.",,,,,,"Yo soy una mujer y tengo *AGE* años. Yo pienso que yo soy inteligente, simpática, comíca, y tímida también. Yo tengo pelo castaño y ojos marrones y un poco verde. Yo soy baja más o menos. Yo soy de un poco puebla cerca *CITY*, pero yo vivo en *CITY* ahora para escuela. 

Yo soy un Sophomore en *UNIVERSITY* *UNIVERSITY* y yo estudio ciencias más o menos, ciencias con otros cosas. Yo espero ser una doctora en el futuro porque me gusta ayudar gente y yo pienso que el cuerpo hermano es muy interesante. Mi favorita clases ha sido cualquiera de mis clases de psiologia o mi clase de filosofia. Los dos eran muy interesante y divertido. 

Yo vivo en un apartmento cos mis amigas y nos tenemos un divertido tiempo todo el tiempo. Nos gustan la mismas cosas más o menos, entonces es fácil para viven juntos. Nos gustan las mismas programas y nos miramos juntos, y nos escuchamos la misma musíca también.

Mi familia consiste de mi padre, mi madre, my hermana, yo yo. Mi hermana es *NUMBER* años mayor que yo, pero son mejores amigas, mas de tiempo. Mi madre es *PLACE*, por lo tanto yo soy *PLACE* y yo disfruto ser *PLACE*. Nos comimos mucha pasta para cena en nuestra casa. Es bien porque casi tiempo es differente. Mi familia es muy comíco en general y nos hacemos bromas juntos todo el tiempo. Yo tengo un perro también. Él tiene *AGE* años y es muy lindo, comíco, y divertido. Él le gusta comer todos las cosas y es mi favorita cosa en el mundo. Mi familia es un poco loco también pero yo los amo. 

Me gusta leer libros de romantica y misterioso y me gusta leer clasicos especialmente. Yo pienso que mi libro favorita es A Tale of Two Cities por Charles Dickens probablemente. Me gusta escuchar música también. Me gusta todo tipos de música como rock y pop y alternative pero yo escucho rock y pop más el tiempo probablemente.  Mi comida favorita es pasta, pero me gusta todo la comida. 
",,,,,
204,182095,yourself,W20,SPA 2,Tengo veintiocho años.,Female,English,,,Aprendo  un poco Japanese antes aprendo español porque veo anime desde escuela secondaria. Escuela secondaria es diez~once años atrás.,2,2,1,2,No,"Soy hermana mayor en una familia de tres personas y dos perros. Mi padre abandonado mi hermana y yo. Mi familia no tiene muy de personas pero bien. Yo estoy soltera, tengo *AGE* años ahora y mi cumpleaños en *BIRTH_DATE* de *BIRTH_DATE*. Soy de *CITY* *CITY* *STATE* y mi familia vive en *CITY* ahora. No vivo con mi madre y hermana porque vivo en *CITY* *STATE*. Pero trabaja y ir al escuela en *CITY*, *STATE*.  Mi trabaja es en *PLACE* *PLACE* y mi especialidad es Sociología. Soy blanco con ojos de azul pero no alta como mi madre y hermana. Soy baja. Soy blanco con ojos de azul y rizada pelo color de café. No soy bonita mas o menos y muy gordo. No soy delgada pero parezco joven. Mi cara siempre está roja pero no se por que. Solo es. Gente cuenta me parecerse mi madre pero no lo veo. Mi físicamente es muy diferente pero mi madre  y yo somos a veces inteligente. Mi madre no es creativa como me. Soy siempre muy creativa, cómica y trabajadora. A veces soy muy atlética y a veces muy sedentaria sólo depende del día. mismo va para mi otras características sólo depende del día. Como soy a veces generosa, tímida, estudiosa, bondadosa, capaz, cariñosa, comprensiva, compasiva etc. Pero soy siempre leal o casi siempre. Yo sueño (con) soy muy talentosa porque me gusta mucho different actividades. Me gusta música, arte, veo anime, leo manga y otras libros, escritura creativa como poema y letra.
",,,,,
205,198059,yourself,W20,SPA 2,20,Female,Mandarin,,Mandarin,"English, 12 years",1,2,1,2,No,"Me llamo.... Yo tengo *AGE* años. Soy un estudiante en la universidad de *UNIVERSITY*.  La universidad es muy grande y bonita. Mi especialidad es economía. Yo estudia economía en la biblioteca. Soy alto y delgada. Yo soy responsable. Me gusta ver video mucho.  Me encantan las series de televisión románticas. Mi programa de televisión favorito recientemente es Skam español. Una de las razones por las que aprendo español es para entender los programas de televisión en español.

Soy hija único. Mi madre es *AGE* y *AGE* años. Ella es bonita y delgada. Ella tiene pelo rizado. Es activa y trabaja. ella le gusta nadar. Mi padre es *AGE* y *AGE* años. El es gordo y fuerte. tiene el pelo negro. Le gusta ver televisión todo el día. Mi abuela es vieja. Ella siempre es paciente. Ella le gusta cocinar. Tengo un gato se llama *FIRST_NAME*. Es blanco y tiene el pelo largo. Es adorable y activa. 

Me gusta ir de compras con mis amigos en los fines de semana. Porque me gusta pasar el tiempo con amigos. Ir a el viaje con amigos es muy interesante. nosotros jugamos juegos y ver las vistas juntos. Siento relajado y emocionado.

mi deporte favorito es correr. mis amigos y yo vamos al gimnasio todas las semanas. no nos sentimos aburridos cuando correr. 

me gusta escuchar musica coreana. no entiendo el significado de la música porque no hablo coreano. Pero no importa que significado de la música. 

aprender un idioma es muy difícil. tengo que estudiar todo las días.
",,,,,
206,178606,yourself,W20,SPA 1,20,Male,Mandarin,english,chinese,"english, i have studied for over 10 years",1,1,2,2,No,"Mi nombre es *FIRST_NAME* *LAST_NAME*. Soy *AGE* anos. soy un chico. soy de *PLACE*. Mi lanague nativo es *PLACE*, y he aprendido inglés por más de 10 años. esta es la primera vez que aprendo español. A veces me siento muy difícil de entender debido a la falta de vocabulario. Me gusta jugar videojuegos. mi videojuego favorito es ""League of Legend"". Puedo jugar este juego con mi amigo y he jugado ""League of Legend"" durante 8 años. 

Soy estudiante y actualmente me inscribo en la Universidad de *UNIVERSITY*, *UNIVERSITY*. Mi especialidad es economía gerencial y soy estudiante de tercer año. Estoy planeando graduarme este año. Probablemente iré a una escuela de posgrado en Japón. Porque Japón está más cerca de mi casa en *PLACE* y me gusta mucho su cultura.

Soy mucha confidente. A veces, soy una persona tímida y no me gusta hablar delante de extraños. Pero cuando nos conozcamos, hablaré mucho.
",,,,,
207,229510,yourself,W20,SPA 23,18,Female,English,,No,,3,4,3,5,No,"Soy de *CITY* *CITY*, *STATE*. Tengo *AGE* años pero en unas semanas voy a tener *AGE* años. Tengo un perrito que se llama *FIRST_NAME*. Él es un ""poodle mix"" de la sociedad humano de *CITY* *CITY*. Él tiene *AGE* años. También tengo una hermana menor que se llama *FIRST_NAME*. Tengo pelo castaño largo. Soy baja pero me gusta llevar zapatos altos.

En mi tiempo libre me gusta mirar la televisión, hacer ejercicio, y leer. También me gusta dormir. Unos programs que estoy mirando ahora en la televisión son Brooklyn 99, Parques y recreación, el lugar bueno, y Tienda super. Mi favorito es Brooklyn 99. Mis comidas favoritas son pizza, chocolate, y helado. El chocolate que me gusta es más de 65% cocoa.  Mis bebidas favoritas son café, agua, y té. Mi tienda favorita es *PLACE*. Compro muchas artículos de aquí.

En la prepa, trabajaba en una biblioteca. Me encantaría esa posición porque me gustan los libros. También me gustan las personas que trabajaban conmigo. Los visitaría cada tiempo estaría en *CITY* *CITY*. Aprendí muchas cosas profesionales y de bibliotecas en mi tiempo de trabajar. Por ejemplo, aprendí como escribir una correro electronico professional. También, memorizé la sistema de Dewey. 

Esto es mi segundo trimestre en *UNIVERSITY* *UNIVERSITY*. Estoy estudiando matemátics y español. Me gusta el calculo mejor. Había tomado español por cinco años en la escuela. Me gusta español más de ingles porque español tiene más orden y reglas. Estoy pensando de también estudiar las sciencias computadoras, pero no sé ahora. Quiero trabajar como un profesora o en una companía tecnico. 
",,,,,
208,152136,yourself,W20,SPA 3,21,Female,English,,No,No,2,3,3,3,No,"Hola. Soy de *CITY* *CITY*, *STATE*. Tengo *AGE* años. Yo estudio psychología y desarrollo humano en la universidad de *UNIVERSITY*, *UNIVERSITY*. Hace cuatro años que estudio aqui. Me gusta *CITY* mucho pero no me gusta la lluvia. Raramente llueve in *CITY* *CITY*. Hace mucho calor en *CITY* *CITY*. En *CITY*, disfruto ir a los marcadores de granjeros. En los cuatros años, yo conocí muchas personas felicidades. Me uní un equipo de Triathlon en el primer año. Tambíen, me uní el club de *PLACE* *PLACE*. Era muy divertido! Ahora, yo estoy en el club de *PLACE* *PLACE* pero no estoy en el club de Triathlon. Yo trabajo en un hogar de anciones y un lugar de asesoramiento. Me encanta mucho.

En mi tiempo libre, me gusta correr and leer. Ahora, estoy leyendo un libro se llama ""Thank you for your service."" Tambíen, yo tengo tres hermanos, dos hermanos, y dos perros. El mes pasado, la hija de mi hermano nació. Ella se llama *FIRST_NAME* y ella es  muy hermosa. Mi hermana vive en *CITY* *CITY* cerca de mis padres. Mi otro hermana vive in *CITY* *CITY*. Mi hermano se llama *FIRST_NAME* vive en *STATE*, me hermano se llama *FIRST_NAME* vive en *CITY*, y mi hermano se llama *FIRST_NAME* vive en *CITY* *CITY*. 

Terminaré la escuela esta primavera. En el futuro, quiero ser una consejera. Solicitaré para un trabajo en la primavera. Quiero trabajo en un centro de tratamiento en la proxima año. Entonces, yo necessitaré ir a escela para recibir mi maestrías. Gracias por escuchando. 
",,,,,
209,239290,yourself,W20,SPA 23,19,Female,English,,,"German, my mom speaks it, though she has never taught me consistently. My older sister speaks it though, and we can do simple conversations.",4,4,3,4,No,"¡Hola! Me llamo *FIRST_NAME* *LAST_NAME*, y soy del sur de *STATE*, específicamente, en *CITY*. La familia de mi papa es de *CITY*  en los Estados Unidos, y la familia de mi madre es de *CITY* en *PLACE*. El abuelo de mi papá trabajó en el *CITY* *CITY* Departamento de agua y energía, y fue a los Juegos Olímpicos de *CITY* *CITY* en 1932. El bisabuelo de mi mama era un dentist y tenía un invernadero.

Irónicamente, mis padres conocieron mientras trabajando con cada otro en un oficina de odontología. Ahora, ellos haber estados trabajando en la misma oficina por veinticinco años. 

Nací en *BIRTH_DATE* *BIRTH_DATE*, *BIRTH_DATE*. Soy rubia y tengo ojos azules - características de *PLACE*. Tengo *AGE* años y atiende la universidad de *UNIVERSITY* *UNIVERSITY*, mismo a mi papa, y estudio la política de medio ambiente y relaciones internacionales. Me gusta participando en los actividades oratoria, como oratoria y debate, simulacro de juicio, futuros líderes empresariales de América (FBLA), y Modelo de Naciones Unidas (MUN). Además, me concedieron el primer lugar en *STATE* por hablar improvisado. Yo participo en este organizaciones porque me gustaría ser una representativa por cambia de medio ambiente. Este es la razón por me estoy estudiando la política de medio ambiente. También, estoy interesado en las relaciones de países, específicamente en los Juegos Olímpicos. Después graduarme, quiero atender la escuela de ley y trabajar por los Comité Olímpico Internacional (IOC) o la Agencia de Protección Ambiental (EPA). En total, quiero la habilidad a encargarse mi familia, y tener un vida bueno. :)
",,,,,
210,227253,yourself,W20,SPA 2,18,Female,Mandarin,mandrain ,I speak mandarin at home.,"I learned English as my second language since I was young, maybe 8 years.",,,,,,"¡ Hola, soy primer años de estudiante en *UNIVERSITY* *UNIVERSITY*! Tengo *AGE* años. Soy de *PLACE* de *CITY*, mi familia viven en *CITY* también. Tiene el pelo moreno y ojos negro. Estudio economía. Soy atlética y estudioso. Estoy ocupado en este trimestre porque tengo mucho cursos difíciles. Estoy deprimida cuando tengo alguno tareas, pero deportes pueden ayudar me aliviar el estrés. Mi deportes favorito es el yoga porque puede ponerse la forma. Voy a ir al gimnasio tres veces en la semana con mi amigos para mantener la salud por eso estoy fuerte. Tengo que ir al clases en todos días en la semana. Hay cuatro clases en el viernes pero sólo tengo dos cursos en el lunes. Pero estoy relajadora en fin de semana porque puedo dormir muchos y ver la programa. 

Me gusta escuchar la música pop coreana. Mi la celebridad favorito es Baekhyun quien es un cantante. Está muy guapo y fuerte.  Me encanto estudiar en mi dormitorio porque es muy tranquillo. Mi compañeros son amables y entusiasmados. Ellas compran y comparten mucho comidas con mi por eso me gusta vivir en la dormitorio. 

Tomo el curso español porque quiero viajar a España.  No entiendo el español al principio pero puedo leer la novela y escribir algo párrafo corto por ejemplo la novela detective. Prefiero taller de lectura muchos porque tiene mucho historias chistosos. Yo hago mucho amigos en el clase español por ejemplo, *FIRST_NAME*. Nos encantamos esquí y leer los libros y vamos a cocinar en la vacacion de invierno juntos. Espero poder hacerlo mejor en el futuro. 
",,,,,
211,241198,yourself,W20,SPA 23,18,Female,English,,English and Spanish,,5,3,4,3,Yes,"Es mi primer año de Universidad en *UNIVERSITY* *UNIVERSITY*. Yo estudio sociología y también mi minor es en los derechos humanos.  A mi me gusta ayuda personas en todo el mundo. Yo quiero trabajar con un grupo humanitario preferable. Cuando era niña, mi sueño estaba que estaba en un posición que podría comprar un casa por mi familia. Mi familia no tenían mucho dinero, y por eso fue muy difícil a hacer cosas divertidas todo el tiempo. Pero ahora yo tengo un miente responsabilidad y son una trabajadora. Fui a escuelas lejos de mi casa, porque podría tener más oportunidad en mi futuro y ademas tenian mas clases dificil. Conocer un montón de maravillosas personas que incluyen algunos de mis maestros, amigos, y otros adultos. Estoy muy feliz con mi vida, y los personas que me rodeo con. 

Me gusta mucho a aprender lenguajes pero en especifica espanol porque mi mama de de *PLACE* y quiero hablar con todo su familia sin problemas. Cada año, mi familia visitamos *PLACE* para que mi madre puede ver sus hermanos que todavía viven allí. A mi me gusta *PLACE* mucho porque son pueblos pequeños y todos conocen a todos. Me sentio que es  un comunidad comfortable. 

Cada verano muchos personas de Estados Unidos ve a *PLACE* para vacaciones y por eso hay muchas personas en los pueblos. Tu puedes ver cualquier persona es Americana con la ropa que llevas y tu móvil de Apple. La aplicación más popular en *PLACE* es Facebook y Whatsapp. Todos los personas usan los dos applicaciones para ser conectados con su familia y amigos.

 
",,,,,
212,209720,yourself,W20,SPA 3,23,Female,Other,Japanese,Japanese,English,1,1,1,1,No,"Me llamo *FIRST_NAME* *LAST_NAME*. Tengo *AGE* años y soy de *PLACE*. Yo terminé el bachillerato en *PLACE* y hoy estudio en la universidad en *UNIVERSITY*. Mi familia está en *PLACE*, así que me siento sola a veces. Ahora vivo con una compañera de cuarto en un apartamento. Yo envío mensajes de texto a mi familia o juego videojuegos con mi hermana cuando me siento triste. Yo me especialicé en planta biología en la escuela y son una estudiante de cuarto años. Estudiar biología es muy divertido y me gustan investigaciónes y experimentos de biología. Trabajo en un laboratorio de plata bíologia después de mis clases. Todos en mi laboratorio son simpáticos y me gusta el laboratorio. Comencé a aprender Español cuando era una estudiante del bachillerato. Español es muy difícil y retador, pero me gusta aprender un nuevo idioma. Tambíen me gusta cantar y nadar. Tenía una clase de coro año pasado, pero ahora no puedo tener la clase porque necesito tener la clases para mi graduación. Estoy tríste. Yo era una miembra del equipo de natación cuando era una estudiante del bachillerato. La nadación es apasionate y saludable. En mi tiempo libre, me gusta caminar, leer y jugar videojuegos. Me gustan libros fantasiscos y misteriosos y leo aproximadamente quince libros cada mes. Mi amiga y yo caminamos en el campus y hablamos después de clases. Me encanta el tiempo porque me puedo relajar y nos divertimos. Mi personalidad es tímido pero me encanta hablar con mis amigos y salir con los.
",,,,,
213,196920,yourself,W20,SPA 1,19,Female,English,,Just English ,,3,3,3,3,No,"Soy de *CITY* pero, viven en *CITY* *CITY*. Soy la hija más grande de 4. Vivo co mi madre y mi hermana menor. Mi color favorito es el morado. Durante mi tiempo libre me gusta salir con mi novio, salir con mis amigos y domir. Actualmente asisto a la escuela y trabajo en *PLACE* *PLACE* *PLACE*. Me especializo en psicología y quiero ser un trabajo social. Me encanta la comida, mi favorito son los tacos. Soy de piel clara con ojos marrones y cabello castaño corto. No muy alto. Yo también uso lentes. Tengo un tatuaje a juego con mi madre en mi brazo. Tengo una sonrisa blanca perfecta y nunca tuve frenillos. A veces me hago las uñas, los pies y las cejas para sentirme aún más bonita. Me pongo maquillaje en ocasiones especiales. Mis atuendos suelen ser cómodos o casuales. Cuando sea grande quiero casarme, tener hijos y viajar por el mundo.
",,,,,
214,215556,yourself,W20,SPA 3,19,Female,"English,Other",Punjabi,Punjabi,,3,4,3,3,No,"¡Hola! Yo tengo *AGE* años. Yo soy *CITY* y  soy de *CITY*, *STATE*. Yo tengo el pelo largo y negro y los ojos marrones. Yo soy alta y delgada. Soy simpática y cariñoso. Yo voy a la Universidad de *UNIVERSITY*, *UNIVERSITY* y estudio para un grado en biología. Yo quiero ir a la escuela de medicina y ser una médica que trabajo con niños. Universidad es muy difícil para mí pero disfruto mis clases especialmente clases de psicología y cálculo. Yo tengo un hermano menor y una hermana menor. Yo tengo una familia muy grande. Tengo muchos tíos y tías y primos. Mi padre y mi madre han estado casados por veintinueve años. Mi padre, my hermano y yo queremos un perro pero mi madre que dice no. Me encanta la pizza y las hamburguesas pero mi comida favorita es la comida tradicional y *PLACE* de mi mamá. Mi padre es también un buen cocinero.  No me gustan los bananas. Yo prefiero comida picante o dulce pero no me gusta comida sencilla. Yo prefiero actividades en el naturaleza. Me gusta caminar en el parque con mi familia o ir de excursión por las montañas. Yo quiero aprender a nadar porque me gusta ir a la playa y jugar en agua. También, me gusta viajar a otros países. Yo viajado a India, Canadá, Francia, Londres y Normandía con mis primas. Yo quiero viajar a Fiji o Italy. No me gusta el invierno porque no me gusta el tiempo frío y ventoso.
",,,,,
215,226991,yourself,W20,SPA 23,18,Female,English,,,,3,3,4,4,No,"Soy una alumna de la Universidad de *UNIVERSITY* *UNIVERSITY*. Tengo *AGE* anos de edad y mi cumpleanos es el *BIRTH_DATE* de *BIRTH_DATE*. Tengo una gemela identica, una hermana mayor y tres hermanos. Soy de *CITY*, *STATE*, que es tres horas de *CITY*. He tomado clases de espanol para cinco anos aproximente. Me gusta jugar voliebol y frisbee ultimo. En mi tiempo pasados me encanta mirar televison y programmas de netflix. Algunas de mis programmas favaritas son Doctor Who, Once Upon A Time, y The Walking Dead. Yo uso mi movil mucho para hablar con mis amigos, familia, y mi novio. Mi comida favorita es macaroni con queso.  Yo soy alta, inteligente, agradable, simpatica, y bonita. Tengo pelo y ojos castanos. Mi pelo es muy largo porque nunca cortarlo. Ahora vivo en un dormitorio del *PLACE* en *PLACE* con mi gemela. Nosotros hacemos todas juntas. Ahora no estoy estudiando una tema especificamente. Me interesa estudias liberales. Mi color favarito es rojo por no razon especial. Me gusta la clase de espanol porque pienso que es importante a aprender una idoma segunda y tambien pienso que es comico cuando puedo hablar con mi hermana en espanol y mis padres no comprenden. Me gusta hacer amigos nuevos pero a veces no tengo la confianza a hablar con personas que no conozco. Yo soy parte de una sororidad. Mi sororidad es *PLACE* *PLACE* *PLACE* y la organizacion ha ayudarme conocer muchas personas. Mis tres hermanos tienen autism y dos de ellos no hablan. El verano pasado yo trabaje en una programa para personas con necesidades especiales y fue mu divertido. 
",,,,,
